name,release_date,required_age,price,dlc_count,qtd_user_score,user_score,metacritic_score,achievements,developers,publishers,estimated_owners,min_owners,max_owners,discount,count_lang,count_lang_audio,art_style,main_end_time,Ação,Arcade,Atmosférico,Aventura,Baseado em Turnos,Caótico,Casual,Cinematográfico,Combate,Comédia,Competitivo,Construção,Controle por Movimento,Cooperativo,Corrida,Criação de Personagem,Crossover,Detetive,Difícil,DIY (Faça Você Mesmo),Educacional,Esportes,Estilizado,Estratégia,Exploração,Familiar,Fantasia,Fantasia Sombria,Ficção Científica,Fitness (Exergame),FMV (Full Motion Video),Furtividade (Stealth),Gratuito (Free-to-Play),Guerra,Hack and Slash,Histórico,Ilusão de Ótica,Indie,Isométrico,Jogo de Cartas,Loop Temporal,Luta (Fighting Game),Mecha,Metroidvania,Mistério,Mitologia,Multiplayer,Mundo Aberto,Narrativo,Ótima Trilha Sonora,Party Game,Pixel Art,Plataforma,Poker,Psicodélico,Puzzle,Rail Shooter,Relaxante,Remake,Ritmo,RPG,Roguelite,Sandbox,Shooter,Simulação,Sombrio (Dark),Soulslike,Super-herói,Supernatural,Terror,Toys-to-Life,Voxel
Crash Bandicoot™ 4: It's About Time,2020/10/02,10.0,39.99,0.0,1233.0,8.1,85.0,51.0,"['Toys for Bob, Beenox, Activision Shanghai, Hardsuit Labs,  Iron Galaxy Studios']",['Activision'],5000000,,,50.0,11.0,9.0,Cartoon,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cult of the Lamb,2022/08/11,0.0,24.99,6.0,756.0,7.8,82.0,48.0,['Massive Monster'],['Devolver Digital'],3500000,2000000,5000000,0.0,10.0,0.0,Cartoon,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Cuphead,2017/09/29,0.0,19.99,3.0,2034.0,8.5,88.0,42.0,['Studio MDHR Entertainment Inc.'],['Studio MDHR Entertainment Inc.'],7500000,5000000,10000000,0.0,12.0,0.0,Cartoon,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyberpunk 2077,2020/12/10,17.0,59.99,3.0,38603.0,7.3,86.0,57.0,['CD PROJEKT RED'],['CD PROJEKT RED'],35000000,20000000,50000000,0.0,19.0,12.0,Realista,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DARK SOULS™ II,2014/03/11,0.0,39.99,3.0,2566.0,7.7,91.0,38.0,"['FromSoftware, Inc.']","['BANDAI NAMCO Entertainment', 'FromSoftware, Inc.']",1500000,1000000,2000000,0.0,10.0,2.0,Realista,44,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DAVE THE DIVER,2023/06/28,0.0,19.99,2.0,1017.0,8.2,90.0,43.0,['MINTROCKET'],['MINTROCKET'],3500000,2000000,5000000,0.0,11.0,0.0,Pixel Art,23,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Dead Cells,2017/05/10,0.0,12.49,8.0,1202.0,8.3,89.0,121.0,['Motion Twin'],['Motion Twin'],7500000,5000000,10000000,50.0,13.0,13.0,Pixel Art,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DEATH STRANDING,2019/11/08,0.0,39.99,1.0,19731.0,7.4,85.0,63.0,['KOJIMA PRODUCTIONS'],['505 Games'],1500000,1000000,2000000,0.0,20.0,13.0,Realista,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death's Door,2021/07/20,0.0,19.99,2.0,530.0,8.1,85.0,24.0,['Acid Nerve'],['Devolver Digital'],750000,500000,1000000,0.0,10.0,0.0,Low Poly,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DEATHLOOP,2021/09/14,17.0,59.99,2.0,1980.0,6.8,87.0,58.0,['Arkane Studios'],['Bethesda Softworks'],1500000,1000000,2000000,0.0,14.0,11.0,Estilizado,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Detroit: Become Human,2018/05/25,17.0,11.99,0.0,8439.0,8.7,80.0,48.0,['Quantic Dream'],['Quantic Dream'],3500000,2000000,5000000,70.0,24.0,13.0,Realista,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disco Elysium,2019/10/15,0.0,39.99,2.0,1927.0,8.5,97.0,45.0,['ZA/UM'],['ZA/UM'],3500000,2000000,5000000,0.0,13.0,2.0,Pintura,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Disney Illusion Island,2023/07/28,0.0,29.99,3.0,76.0,6.5,73.0,52.0,"[""Dlala Studios""]","[""Disney Electronic Content""]",3000000,,,30.0,9.0,9.0,Cartoon,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disney Infinity 3.0,2015/08/28,10.0,7.49,2.0,107.0,6.1,80.0,26.0,"[""Avalanche Software, Heavy Iron Studios""]",['Disney'],2000000,,,80.0,8.0,8.0,Cartoon,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Disney Infinity: Marvel Super Heroes,2014/09/18,10.0,74.99,0.0,100.0,5.1,60.0,0.0,"[""Avalanche Software"", ""Heavy Iron Studios""]",['Disney'],3000000,,,80.0,6.0,6.0,Cartoon,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DOOM,2016/05/13,17.0,19.99,1.0,3800.0,8.5,85.0,54.0,['id Software'],['Bethesda Softworks'],3500000,2000000,5000000,0.0,10.0,10.0,Realista,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
DOOM Eternal,2020/03/20,17.0,39.99,13.0,6102.0,8.5,88.0,50.0,['id Software'],['Bethesda Softworks'],7500000,5000000,10000000,0.0,13.0,10.0,Realista,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Dragon Age™ Inquisition,2014/11/18,0.0,39.99,0.0,5504.0,6.1,85.0,69.0,['BioWare'],['Electronic Arts'],750000,500000,1000000,0.0,9.0,4.0,Realista,46,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DRAGON QUEST BUILDERS,2016/01/28,0.0,27.99,0.0,221.0,7.7,83.0,20.0,['Square Enix'],['Square Enix'],10000,0,20000,0.0,11.0,0.0,Voxel,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
DREDGE,2023/03/30,0.0,24.99,5.0,563.0,7.9,80.0,60.0,['Black Salt Games'],['Team17'],1500000,1000000,2000000,0.0,12.0,0.0,Low Poly,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ELDEN RING,2022/02/25,16.0,59.99,2.0,21522.0,8.3,96.0,42.0,"['FromSoftware, Inc.']","['FromSoftware, Inc.', 'Bandai Namco Entertainment']",35000000,20000000,50000000,0.0,15.0,2.0,Realista,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Fall Guys,2020/08/04,0.0,0.0,0.0,1637.0,6.8,80.0,34.0,['Mediatonic'],['Devolver Digital'],35000000,20000000,50000000,0.0,11.0,0.0,Cartoon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Fallout 4,2015/11/10,17.0,19.99,9.0,7555.0,7.1,84.0,84.0,['Bethesda Game Studios'],['Bethesda Softworks'],15000000,10000000,20000000,0.0,10.0,6.0,Realista,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fantasia: Music Evolved,2014/10/21,10.0,7.0,18.0,68.0,7.5,77.0,50.0,['Harmonix Music Systems'],['Disney Interactive Studios'],4000000,,,0.0,6.0,6.0,Estilizado,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FINAL FANTASY VII REBIRTH,2024/02/29,13.0,69.99,2.0,6290.0,8.9,92.0,61.0,['Square Enix'],['Square Enix'],10000,0,20000,0.0,11.0,5.0,Realista,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FINAL FANTASY VII REMAKE,2020/04/10,0.0,39.99,3.0,9155.0,8.2,87.0,63.0,['Square Enix'],['Square Enix'],1500000,1000000,2000000,0.0,11.0,5.0,Realista,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FINAL FANTASY XVI,2023/06/22,0.0,49.99,5.0,9751.0,8.4,87.0,69.0,['Square Enix'],['Square Enix'],350000,200000,500000,0.0,14.0,7.0,Realista,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Firewatch,2016/02/09,0.0,19.99,1.0,2235.0,7.3,81.0,10.0,['Campo Santo'],"['Panic', 'Campo Santo']",3500000,2000000,5000000,0.0,7.0,2.0,Estilizado,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ghost of Tsushima,2020/07/17,17.0,59.99,0.0,23025.0,9.2,83.0,77.0,"['Sucker Punch Productions', 'Nixxes Software']",['PlayStation Publishing LLC'],1500000,1000000,2000000,0.0,26.0,12.0,Realista,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
God of War,2018/04/20,17.0,49.99,0.0,29143.0,9.1,93.0,37.0,"['Santa Monica Studio', 'Jetpack Interactive']",['PlayStation Publishing LLC'],7500000,5000000,10000000,0.0,18.0,12.0,Realista,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
God of War Ragnarök,2022/11/09,17.0,59.99,3.0,14975.0,8.2,90.0,48.0,"['Santa Monica Studio', 'Jetpack Interactive']",['PlayStation Publishing LLC'],3500000,2000000,5000000,0.0,22.0,14.0,Realista,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hades,2020/09/17,0.0,24.99,1.0,4334.0,8.6,93.0,49.0,['Supergiant Games'],['Supergiant Games'],7500000,5000000,10000000,0.0,11.0,2.0,Desenhado,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hearthstone: Heroes of Warcraft,2014/03/11,0.0,0.0,43.0,2688.0,5.7,88.0,4134.0,['Blizzard Entertainment'],['Blizzard Entertainment'],100000000,100000000,100000000,0.0,14.0,14.0,Ilustração,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hellblade: Senua's Sacrifice,2017/08/08,17.0,29.99,1.0,2302.0,7.8,83.0,14.0,['Ninja Theory'],['Ninja Theory'],3500000,2000000,5000000,0.0,20.0,2.0,Realista,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Her Story,2015/07/23,0.0,9.99,0.0,562.0,6.3,86.0,13.0,['Sam Barlow'],['Sam Barlow'],1500000,1000000,2000000,0.0,2.0,2.0,FMV,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Horizon Forbidden West™,2022/02/18,13.0,59.99,0.0,11528.0,7.9,88.0,80.0,"['Guerrilla', 'Nixxes Software']",['PlayStation Publishing LLC'],750000,500000,1000000,0.0,25.0,13.0,Realista,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horizon Zero Dawn™,2017/02/28,12.0,0.0,0.0,13479.0,8.3,89.0,79.0,['Guerrilla'],['PlayStation Publishing LLC'],3500000,2000000,5000000,0.0,20.0,12.0,Realista,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyper Light Drifter,2016/03/31,0.0,19.99,1.0,490.0,8.1,84.0,23.0,['Heart Machine'],['Heart Machine'],750000,500000,1000000,0.0,6.0,0.0,Pixel Art,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IMMORTALITY,2022/08/30,0.0,19.99,0.0,149.0,6.8,87.0,27.0,"['Sam Barlow', 'Half Mermaid']",['Half Mermaid'],150000,100000,200000,0.0,15.0,0.0,FMV,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Inscryption,2021/10/19,14.0,19.99,0.0,917.0,8.5,85.0,40.0,['Daniel Mullins Games'],['Devolver Digital'],3700000,,,0.0,12.0,12.0,Pixel Art,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INSIDE,2016/07/07,0.0,19.99,0.0,1766.0,8.3,87.0,14.0,['Playdead'],['Playdead'],3500000,2000000,5000000,0.0,14.0,0.0,Estilizado,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Into the Breach,2018/02/27,0.0,14.99,1.0,614.0,7.9,90.0,70.0,['Subset Games'],['Subset Games'],1500000,1000000,2000000,0.0,17.0,17.0,Pixel Art,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
It Takes Two,2021/03/26,0.0,39.99,0.0,2684.0,8.9,89.0,20.0,['Hazelight Studios'],['Electronic Arts'],7500000,5000000,10000000,0.0,12.0,6.0,Cartoon,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Katana ZERO,2019/04/18,0.0,14.99,1.0,623.0,8.5,83.0,22.0,['Askiisoft'],['Devolver Digital'],3500000,2000000,5000000,0.0,10.0,0.0,Pixel Art,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Kena: Bridge of Spirits,2021/09/21,0.0,39.99,2.0,1711.0,8.2,83.0,41.0,['Ember Lab'],['Ember Lab'],750000,500000,1000000,0.0,12.0,2.0,Animação,10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirby and the Forgotten Land,2022/03/25,10.0,59.99,0.0,1155.0,8.8,85.0,0.0,['HAL Laboratory'],[''Nintendo],7500000,,,0.0,14.0,14.0,Cartoon,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lego Dimensions,2015/09/27,10.0,25.99,67.0,124.0,7.2,80.0,39.0,"['TT Games', ''Traveller's Tales]",['Warner Bros. Games'],2500000,,,0.0,4.0,1.0,LEGO,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEGO® STAR WARS™: The Force Awakens,2016/06/28,0.0,19.99,12.0,261.0,6.9,78.0,69.0,"[""Traveller's Tales"", 'TT Games', 'Feral Interactive (Mac)']","['Warner Bros. Interactive Entertainment', 'Feral Interactive (Mac)']",750000,500000,1000000,0.0,10.0,8.0,LEGO,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEGO® Star Wars™: The Skywalker Saga,2022/04/05,0.0,49.99,16.0,801.0,7.7,78.0,45.0,['TT Games'],"['Warner Bros. Games', 'Warner Bros. Interactive Entertainment']",1500000,1000000,2000000,0.0,15.0,9.0,LEGO,18,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Life is Strange,2015/01/30,17.0,39.99,1.0,3297.0,8.6,85.0,60.0,['Deck Nine'],['Square Enix'],350000,200000,500000,0.0,10.0,2.0,Estilizado,14,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Life is Strange 2,2018/09/27,0.0,0.0,6.0,1029.0,6.8,78.0,46.0,"['DONTNOD Entertainment', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)']","['Square Enix', 'Feral Interactive (Mac)', 'Feral Interactive (Linux)']",15000000,10000000,20000000,0.0,10.0,2.0,Estilizado,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Life is Strange: True Colors,2021/09/10,17.0,59.99,2.0,681.0,6.9,81.0,40.0,['Deck Nine'],['Square Enix'],750000,500000,1000000,0.0,10.0,4.0,Estilizado,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Like a Dragon: Infinite Wealth,2024/01/26,17.0,69.99,19.0,864.0,8.5,89.0,74.0,"[""Ryu Ga Gotoku Studio""]","[""SEGA""]",1700000,,,73.0,10.0,3.0,Realista,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Loop Hero,2021/03/04,0.0,14.99,1.0,295.0,7.6,82.0,50.0,['Four Quarters'],['Devolver Digital'],1500000,1000000,2000000,0.0,13.0,0.0,Pixel Art,25,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
